,rate_marriage,age,yrs_married,children,religious,affairs
2041,4,27.0,6.0,0.0,2,1
2042,3,27.0,0.5,0.0,1,1
2043,3,22.0,2.5,2.0,3,1
2044,4,37.0,23.0,4.0,4,1
2045,5,32.0,16.5,2.0,3,1
2046,5,32.0,13.0,3.0,3,1
2047,4,32.0,13.0,3.0,1,1
2048,3,27.0,6.0,0.0,1,1
2049,5,22.0,2.5,0.0,3,1
2050,4,32.0,23.0,3.0,2,1
2051,3,37.0,23.0,2.0,2,1
2052,2,22.0,2.5,2.0,2,1
2053,4,32.0,13.0,0.0,3,1
2054,5,27.0,2.5,0.0,3,1
2055,4,32.0,9.0,2.0,3,0
2056,4,27.0,6.0,0.0,2,0
2057,4,22.0,2.5,0.0,2,0
2058,5,42.0,23.0,4.0,3,0
2059,5,27.0,2.5,1.0,3,0
2060,4,27.0,6.0,1.0,2,0
2061,4,42.0,23.0,5.5,2,0
2062,5,27.0,2.5,0.0,1,0
2063,5,32.0,13.0,2.0,3,0
2064,4,22.0,2.5,0.0,2,0
2065,5,22.0,2.5,0.0,3,0
2066,3,27.0,6.0,1.0,2,0
2067,3,27.0,2.5,0.0,2,0
2068,5,22.0,2.5,0.0,3,0
2069,5,22.0,2.5,0.0,1,0
2070,4,27.0,2.5,1.0,1,0
2071,5,27.0,2.5,0.0,2,0
2072,4,32.0,13.0,4.0,3,0
2073,5,17.5,0.5,0.0,4,0
2074,5,27.0,6.0,2.0,3,0
2075,5,22.0,6.0,2.0,2,0
2076,5,22.0,2.5,0.0,2,0
2077,3,27.0,9.0,0.0,2,0
2078,4,27.0,2.5,1.0,3,0
2079,5,22.0,2.5,0.0,1,0
2080,5,22.0,6.0,0.0,3,0
2081,5,27.0,6.0,2.0,3,0
2082,5,27.0,6.0,2.0,3,0
2083,4,27.0,2.5,0.0,1,0
2084,3,22.0,2.5,1.0,1,0
2085,4,22.0,2.5,0.0,1,0
2086,5,22.0,2.5,1.0,3,0
2087,5,27.0,6.0,1.0,4,0
2088,4,42.0,23.0,5.5,2,0
2089,5,27.0,9.0,2.0,3,0
2090,5,32.0,9.0,2.0,2,0
2091,4,22.0,2.5,0.0,3,0
2092,5,32.0,9.0,4.0,3,0
2093,5,27.0,2.5,0.0,2,0
2094,3,27.0,2.5,0.0,2,0
2095,4,27.0,9.0,0.0,2,0
2096,5,32.0,6.0,1.0,2,0
2097,4,22.0,2.5,0.0,3,0
2098,4,32.0,9.0,2.0,2,0
2099,4,22.0,2.5,0.0,2,0
2100,5,42.0,23.0,4.0,3,0
2101,4,27.0,2.5,2.0,3,0
2102,5,22.0,2.5,0.0,4,0
2103,5,17.5,0.5,0.0,2,0
2104,3,22.0,0.5,0.0,2,0
2105,5,22.0,0.5,0.0,3,0
2106,3,32.0,13.0,0.0,3,0
2107,4,27.0,2.5,0.0,4,0
2108,5,42.0,23.0,5.5,1,0
2109,4,37.0,16.5,3.0,3,0
2110,5,32.0,16.5,3.0,2,0
2111,4,32.0,9.0,2.0,2,0
2112,3,22.0,2.5,0.0,1,0
2113,4,37.0,2.5,0.0,3,0
2114,4,27.0,2.5,0.0,2,0
2115,5,32.0,9.0,2.0,1,0
2116,5,32.0,13.0,2.0,1,0
2117,5,37.0,16.5,3.0,3,0
2118,5,22.0,0.5,0.0,2,0
2119,5,42.0,16.5,2.0,3,0
2120,3,27.0,6.0,1.0,3,0
2121,5,22.0,2.5,0.0,2,0
2122,5,27.0,9.0,3.0,4,0
2123,5,42.0,23.0,1.0,4,0
2124,5,27.0,2.5,0.0,2,0
2125,5,42.0,23.0,1.0,3,0
2126,5,27.0,2.5,0.0,1,0
2127,5,27.0,2.5,1.0,2,0
2128,5,17.5,2.5,0.0,1,0
2129,5,22.0,6.0,0.0,1,0
2130,3,32.0,13.0,2.0,2,0
2131,5,27.0,2.5,0.0,1,0
2132,4,32.0,2.5,0.0,2,0
2133,5,22.0,2.5,1.0,1,0
2134,5,22.0,2.5,0.0,2,0
2135,5,42.0,16.5,3.0,2,0
2136,5,27.0,6.0,1.0,2,0
2137,5,32.0,9.0,2.0,3,0
2138,5,32.0,16.5,3.0,1,0
2139,4,27.0,2.5,0.0,3,0
2140,5,27.0,9.0,3.0,1,0
2141,4,27.0,2.5,0.0,3,0
2142,3,37.0,16.5,4.0,3,0
2143,5,22.0,2.5,0.0,2,0
2144,5,32.0,9.0,2.0,2,0
2145,5,22.0,2.5,1.0,1,0
2146,3,27.0,6.0,2.0,2,0
2147,5,22.0,2.5,0.0,2,0
2148,5,27.0,9.0,2.0,3,0
2149,4,27.0,2.5,0.0,2,0
2150,5,22.0,2.5,1.0,2,0
2151,4,27.0,2.5,0.0,3,0
2152,5,27.0,6.0,2.0,3,0
2153,5,22.0,2.5,2.0,1,0
2154,4,42.0,23.0,3.0,2,0
2155,4,32.0,6.0,0.0,3,0
2156,5,22.0,2.5,0.0,3,0
2157,5,22.0,2.5,0.0,3,0
2158,5,27.0,6.0,0.0,1,0
2159,4,42.0,23.0,3.0,2,0
2160,5,22.0,0.5,0.0,2,0
2161,3,22.0,2.5,0.0,2,0
2162,5,27.0,9.0,2.0,1,0
2163,5,32.0,16.5,2.0,1,0
2164,2,32.0,16.5,1.0,3,0
2165,3,22.0,2.5,0.0,2,0
2166,4,22.0,2.5,1.0,2,0
2167,4,27.0,6.0,0.0,2,0
2168,5,22.0,0.5,0.0,1,0
2169,5,27.0,2.5,0.0,3,0
2170,5,37.0,16.5,3.0,1,0
2171,4,42.0,23.0,3.0,4,0
2172,5,27.0,2.5,0.0,2,0
2173,4,32.0,6.0,2.0,2,0
2174,5,27.0,9.0,0.0,2,0
2175,4,32.0,6.0,1.0,3,0
2176,3,32.0,13.0,2.0,2,0
2177,4,37.0,16.5,4.0,2,0
2178,5,32.0,13.0,2.0,3,0
2179,3,22.0,2.5,2.0,1,0
2180,5,27.0,2.5,0.0,3,0
2181,5,22.0,2.5,0.0,3,0
2182,5,37.0,13.0,0.0,3,0
2183,5,22.0,2.5,0.0,1,0
2184,4,37.0,16.5,2.0,3,0
2185,5,37.0,16.5,2.0,3,0
2186,5,27.0,6.0,2.0,3,0
2187,1,22.0,2.5,1.0,2,0
2188,3,32.0,13.0,3.0,1,0
2189,4,27.0,2.5,1.0,3,0
2190,5,32.0,6.0,2.0,2,0
2191,5,22.0,2.5,0.0,1,0
2192,5,32.0,9.0,4.0,2,0
2193,4,22.0,2.5,0.0,1,0
2194,5,17.5,0.5,0.0,3,0
2195,5,27.0,0.5,0.0,1,0
2196,5,22.0,0.5,0.0,4,0
2197,5,27.0,6.0,0.0,1,0
2198,5,37.0,16.5,1.0,2,0
2199,3,42.0,16.5,3.0,3,0
2200,5,27.0,6.0,1.0,2,0
2201,5,42.0,23.0,2.0,3,0
2202,4,22.0,0.5,0.0,3,0
2203,2,37.0,16.5,3.0,2,0
2204,5,22.0,2.5,0.0,2,0
2205,5,27.0,2.5,0.0,1,0
2206,4,27.0,2.5,1.0,2,0
2207,3,42.0,13.0,0.0,3,0
2208,3,42.0,16.5,1.0,4,0
2209,4,42.0,23.0,4.0,3,0
2210,5,27.0,6.0,1.0,2,0
2211,5,37.0,23.0,5.5,3,0
2212,5,27.0,9.0,2.0,2,0
2213,4,27.0,13.0,4.0,2,0
2214,3,27.0,6.0,1.0,1,0
2215,5,32.0,9.0,2.0,3,0
2216,5,27.0,2.5,0.0,1,0
2217,4,27.0,9.0,2.0,3,0
2218,5,27.0,2.5,0.0,1,0
2219,4,42.0,23.0,4.0,3,0
2220,3,27.0,2.5,0.0,1,0
2221,4,27.0,6.0,1.0,2,0
2222,3,27.0,6.0,2.0,1,0
2223,3,42.0,9.0,1.0,2,0
2224,5,42.0,23.0,3.0,3,0
2225,4,22.0,6.0,2.0,1,0
2226,5,27.0,2.5,0.0,2,0
2227,4,27.0,9.0,2.0,3,0
2228,5,22.0,2.5,0.0,4,0
2229,5,27.0,6.0,2.0,3,0
2230,5,22.0,2.5,0.0,3,0
2231,5,22.0,0.5,0.0,2,0
2232,5,32.0,6.0,0.0,2,0
2233,5,42.0,23.0,4.0,2,0
2234,5,42.0,16.5,1.0,3,0
2235,5,27.0,16.5,4.0,2,0
2236,5,27.0,6.0,2.0,1,0
2237,5,37.0,23.0,3.0,2,0
2238,3,27.0,6.0,2.0,2,0
2239,5,32.0,6.0,0.0,1,0
2240,4,32.0,9.0,0.0,2,0
2241,4,27.0,9.0,5.5,1,0
2242,4,22.0,2.5,1.0,1,0
2243,4,22.0,6.0,1.0,2,0
2244,5,42.0,23.0,3.0,3,0
2245,4,32.0,6.0,2.0,3,0
2246,4,22.0,2.5,0.0,1,0
2247,4,42.0,23.0,2.0,3,0
2248,4,37.0,16.5,2.0,3,0
2249,5,27.0,2.5,0.0,3,0
2250,2,42.0,23.0,5.5,1,0
2251,4,27.0,2.5,1.0,2,0
2252,4,27.0,16.5,4.0,2,0
2253,4,22.0,2.5,0.0,1,0
2254,5,32.0,9.0,2.0,2,0
2255,4,22.0,2.5,0.0,3,0
2256,5,42.0,23.0,5.5,3,0
2257,5,27.0,2.5,0.0,4,0
2258,5,27.0,2.5,1.0,1,0
2259,4,22.0,0.5,0.0,3,0
2260,4,22.0,2.5,0.0,3,0
2261,5,22.0,0.5,0.0,1,0
2262,3,42.0,23.0,3.0,2,0
2263,5,27.0,2.5,1.0,2,0
2264,5,22.0,2.5,0.0,3,0
2265,4,27.0,6.0,2.0,3,0
2266,3,22.0,6.0,3.0,2,0
2267,4,22.0,2.5,0.0,4,0
2268,5,42.0,23.0,2.0,3,0
2269,4,27.0,2.5,0.0,2,0
2270,5,27.0,6.0,0.0,1,0
2271,5,22.0,0.5,0.0,2,0
2272,5,32.0,16.5,2.0,3,0
2273,4,27.0,2.5,0.0,2,0
2274,5,22.0,2.5,0.0,2,0
2275,5,32.0,9.0,2.0,2,0
2276,5,17.5,2.5,0.0,3,0
2277,4,22.0,2.5,0.0,3,0
2278,5,22.0,2.5,0.0,2,0
2279,5,32.0,9.0,2.0,3,0
2280,5,22.0,0.5,0.0,2,0
2281,5,37.0,16.5,3.0,4,0
2282,5,27.0,2.5,0.0,2,0
2283,5,37.0,13.0,3.0,3,0
2284,4,32.0,6.0,1.0,2,0
2285,5,27.0,6.0,0.0,1,0
2286,5,32.0,2.5,0.0,3,0
2287,5,32.0,16.5,2.0,3,0
2288,4,27.0,2.5,1.0,2,0
2289,4,27.0,6.0,1.0,3,0
2290,2,42.0,23.0,4.0,3,0
2291,4,22.0,2.5,0.0,2,0
2292,4,27.0,2.5,0.0,1,0
2293,5,27.0,6.0,0.0,2,0
2294,3,22.0,2.5,0.0,2,0
2295,4,22.0,2.5,0.0,2,0
2296,4,22.0,2.5,0.0,3,0
2297,5,42.0,23.0,5.5,4,0
2298,4,32.0,13.0,3.0,3,0
2299,5,22.0,2.5,0.0,3,0
2300,5,22.0,2.5,0.0,2,0
2301,4,27.0,2.5,1.0,2,0
2302,5,42.0,23.0,4.0,1,0
2303,4,32.0,13.0,3.0,3,0
2304,3,17.5,2.5,0.0,1,0
2305,4,42.0,23.0,3.0,3,0
2306,5,27.0,9.0,2.0,3,0
2307,5,22.0,2.5,1.0,3,0
2308,4,27.0,6.0,2.0,2,0
2309,5,32.0,9.0,0.0,3,0
2310,5,22.0,2.5,0.0,4,0
2311,5,37.0,16.5,3.0,3,0
2312,4,22.0,6.0,2.0,3,0
2313,5,27.0,2.5,0.0,4,0
2314,5,37.0,13.0,2.0,2,0
2315,5,27.0,13.0,2.0,2,0
2316,5,22.0,2.5,0.0,3,0
2317,4,22.0,6.0,1.0,2,0
2318,5,27.0,2.5,0.0,2,0
2319,3,22.0,2.5,1.0,2,0
2320,5,22.0,0.5,0.0,3,0
2321,5,17.5,2.5,0.0,1,0
2322,5,22.0,2.5,0.0,2,0
2323,4,22.0,0.5,0.0,3,0
2324,5,27.0,2.5,0.0,1,0
2325,4,22.0,2.5,0.0,3,0
2326,4,27.0,6.0,0.0,1,0
2327,5,22.0,2.5,2.0,1,0
2328,2,27.0,6.0,1.0,2,0
2329,5,22.0,0.5,0.0,2,0
2330,5,22.0,6.0,0.0,3,0
2331,5,27.0,2.5,0.0,3,0
2332,3,32.0,16.5,4.0,3,0
2333,5,27.0,2.5,0.0,1,0
2334,4,27.0,2.5,0.0,2,0
2335,5,22.0,2.5,0.0,4,0
2336,5,22.0,2.5,0.0,3,0
2337,4,22.0,2.5,0.0,2,0
2338,4,37.0,16.5,3.0,2,0
2339,5,27.0,6.0,2.0,4,0
2340,5,22.0,2.5,1.0,2,0
2341,5,32.0,16.5,4.0,3,0
2342,5,22.0,0.5,0.0,4,0
2343,3,27.0,9.0,1.0,2,0
2344,5,37.0,23.0,3.0,4,0
2345,5,22.0,2.5,0.0,3,0
2346,5,22.0,2.5,0.0,3,0
2347,5,22.0,2.5,0.0,3,0
2348,4,32.0,13.0,1.0,3,0
2349,5,32.0,2.5,1.0,3,0
2350,4,22.0,2.5,0.0,2,0
2351,4,22.0,6.0,1.0,2,0
2352,5,17.5,2.5,1.0,3,0
2353,5,22.0,2.5,0.0,2,0
2354,4,27.0,0.5,0.0,3,0
2355,5,22.0,2.5,0.0,2,0
2356,5,22.0,2.5,0.0,1,0
2357,5,32.0,2.5,0.0,3,0
2358,5,27.0,2.5,0.0,2,0
2359,4,27.0,6.0,1.0,2,0
2360,3,22.0,2.5,0.0,2,0
2361,5,27.0,6.0,2.0,3,0
2362,4,22.0,0.5,0.0,1,0
2363,5,42.0,23.0,3.0,1,0
2364,3,22.0,2.5,1.0,2,0
2365,5,27.0,6.0,0.0,2,0
2366,4,22.0,2.5,0.0,3,0
2367,5,22.0,6.0,0.0,3,0
2368,4,22.0,2.5,0.0,3,0
2369,5,17.5,2.5,0.0,2,0
2370,4,27.0,2.5,0.0,1,0
2371,3,42.0,23.0,5.5,3,0
2372,4,32.0,6.0,2.0,1,0
2373,5,22.0,6.0,2.0,2,0
2374,5,22.0,6.0,3.0,3,0
2375,5,22.0,2.5,0.0,2,0
2376,4,42.0,23.0,2.0,3,0
2377,4,27.0,2.5,2.0,3,0
2378,4,27.0,2.5,1.0,2,0
2379,4,32.0,13.0,2.0,4,0
2380,5,22.0,0.5,0.0,3,0
2381,3,42.0,23.0,2.0,2,0
2382,5,42.0,23.0,3.0,4,0
2383,5,22.0,0.5,0.0,2,0
2384,5,22.0,2.5,0.0,1,0
2385,4,27.0,6.0,1.0,1,0
2386,5,32.0,9.0,2.0,3,0
2387,4,17.5,0.5,0.0,1,0
2388,5,42.0,6.0,0.0,2,0
2389,5,42.0,23.0,2.0,2,0
2390,4,27.0,13.0,1.0,2,0
2391,4,27.0,2.5,0.0,1,0
2392,3,27.0,6.0,2.0,2,0
2393,5,22.0,6.0,0.0,1,0
2394,4,37.0,13.0,2.0,3,0
2395,4,27.0,2.5,0.0,1,0
2396,5,27.0,9.0,2.0,3,0
2397,4,32.0,2.5,1.0,2,0
2398,4,27.0,2.5,0.0,4,0
2399,5,27.0,6.0,3.0,1,0
2400,5,32.0,16.5,4.0,3,0
2401,5,17.5,0.5,0.0,3,0
2402,4,42.0,23.0,4.0,2,0
2403,5,27.0,6.0,0.0,4,0
2404,4,27.0,2.5,0.0,1,0
2405,5,37.0,16.5,2.0,1,0
2406,5,22.0,2.5,1.0,3,0
2407,4,17.5,2.5,0.0,3,0
2408,3,27.0,6.0,2.0,3,0
2409,3,37.0,16.5,3.0,3,0
2410,4,27.0,2.5,0.0,4,0
2411,4,37.0,13.0,2.0,2,0
2412,4,32.0,9.0,1.0,3,0
2413,5,27.0,6.0,1.0,2,0
2414,4,22.0,2.5,1.0,3,0
2415,2,42.0,23.0,5.5,1,0
2416,5,42.0,16.5,5.5,3,0
2417,5,42.0,23.0,4.0,3,0
2418,5,22.0,0.5,0.0,3,0
2419,5,22.0,2.5,0.0,1,0
2420,3,32.0,13.0,3.0,4,0
2421,3,32.0,13.0,3.0,3,0
2422,5,32.0,9.0,2.0,3,0
2423,5,27.0,0.5,0.0,3,0
2424,5,32.0,16.5,3.0,4,0
2425,3,22.0,2.5,0.0,2,0
2426,5,27.0,13.0,3.0,3,0
2427,4,27.0,2.5,0.0,3,0
2428,4,42.0,13.0,0.0,3,0
2429,5,32.0,13.0,3.0,2,0
2430,5,27.0,13.0,3.0,3,0
2431,4,32.0,13.0,3.0,4,0
2432,4,27.0,0.5,1.0,3,0
2433,5,27.0,6.0,0.0,2,0
2434,3,27.0,6.0,2.0,2,0
2435,3,22.0,2.5,0.0,2,0
2436,3,32.0,0.5,0.0,3,0
2437,5,42.0,23.0,4.0,4,0
2438,3,22.0,0.5,0.0,2,0
2439,5,27.0,9.0,2.0,4,0
2440,5,22.0,2.5,0.0,3,0
2441,4,42.0,16.5,2.0,3,0
2442,4,42.0,16.5,3.0,2,0
2443,5,42.0,23.0,4.0,2,0
2444,4,32.0,16.5,3.0,2,0
2445,4,32.0,6.0,1.0,1,0
2446,2,32.0,16.5,2.0,4,0
2447,5,32.0,9.0,2.0,4,0
2448,5,22.0,2.5,0.0,2,0
2449,5,27.0,2.5,1.0,1,0
2450,4,27.0,9.0,1.0,3,0
2451,2,32.0,16.5,3.0,4,0
2452,4,32.0,13.0,2.0,1,0
2453,5,27.0,2.5,0.0,2,0
2454,4,37.0,13.0,2.0,4,0
2455,4,22.0,0.5,0.0,2,0
2456,4,27.0,9.0,2.0,2,0
2457,5,27.0,6.0,0.0,1,0
2458,4,32.0,13.0,2.0,3,0
2459,2,42.0,23.0,2.0,2,0
2460,4,22.0,0.5,0.0,2,0
2461,5,42.0,23.0,2.0,3,0
2462,5,22.0,2.5,0.0,3,0
2463,5,32.0,13.0,0.0,3,0
2464,5,22.0,0.5,0.0,2,0
2465,4,32.0,13.0,0.0,1,0
2466,4,37.0,9.0,0.0,1,0
2467,5,37.0,16.5,5.5,3,0
2468,4,27.0,6.0,0.0,3,0
2469,5,42.0,23.0,1.0,1,0
2470,4,22.0,2.5,0.0,1,0
2471,4,27.0,9.0,0.0,2,0
2472,4,32.0,9.0,1.0,3,0
2473,1,22.0,2.5,1.0,3,0
2474,4,27.0,2.5,1.0,3,0
2475,4,27.0,6.0,2.0,3,0
2476,2,27.0,6.0,1.0,2,0
2477,2,37.0,13.0,1.0,1,0
2478,5,22.0,2.5,0.0,4,0
2479,5,22.0,2.5,0.0,2,0
2480,4,27.0,6.0,1.0,2,0
2481,4,22.0,6.0,1.0,4,0
2482,4,27.0,9.0,2.0,3,0
2483,4,32.0,13.0,3.0,1,0
2484,5,32.0,16.5,1.0,3,0
2485,4,42.0,23.0,4.0,4,0
2486,5,32.0,9.0,4.0,3,0
2487,3,22.0,2.5,1.0,2,0
2488,5,37.0,16.5,4.0,3,0
2489,5,22.0,2.5,0.0,4,0
2490,5,32.0,13.0,2.0,2,0
2491,3,42.0,16.5,3.0,2,0
2492,4,37.0,13.0,3.0,3,0
2493,4,22.0,2.5,0.0,3,0
2494,5,42.0,23.0,5.5,4,0
2495,5,22.0,0.5,2.0,1,0
2496,5,37.0,16.5,3.0,1,0
2497,5,32.0,9.0,3.0,3,0
2498,5,27.0,6.0,1.0,3,0
2499,5,27.0,6.0,2.0,3,0
2500,5,32.0,6.0,1.0,4,0
2501,4,27.0,2.5,0.0,3,0
2502,5,22.0,2.5,0.0,1,0
2503,5,22.0,2.5,0.0,1,0
2504,3,42.0,23.0,4.0,3,0
2505,5,27.0,6.0,1.0,1,0
2506,3,27.0,6.0,0.0,2,0
2507,5,27.0,6.0,2.0,3,0
2508,5,27.0,6.0,0.0,3,0
2509,4,27.0,2.5,0.0,1,0
2510,5,32.0,9.0,2.0,1,0
2511,4,22.0,2.5,0.0,2,0
2512,4,22.0,0.5,0.0,3,0
2513,5,32.0,6.0,2.0,4,0
2514,5,42.0,23.0,5.5,2,0
2515,5,22.0,2.5,0.0,4,0
2516,4,22.0,2.5,1.0,3,0
2517,5,32.0,6.0,0.0,3,0
2518,4,27.0,9.0,2.0,3,0
2519,4,42.0,23.0,4.0,4,0
2520,4,27.0,6.0,0.0,2,0
2521,4,22.0,2.5,0.0,2,0
2522,5,27.0,0.5,0.0,3,0
2523,2,27.0,2.5,0.0,3,0
2524,4,27.0,6.0,0.0,2,0
2525,5,27.0,2.5,0.0,2,0
2526,5,32.0,13.0,2.0,2,0
2527,5,22.0,2.5,0.0,4,0
2528,4,42.0,16.5,2.0,2,0
2529,5,27.0,13.0,2.0,3,0
2530,5,22.0,2.5,1.0,2,0
2531,5,37.0,16.5,4.0,3,0
2532,5,27.0,2.5,0.0,2,0
2533,4,22.0,2.5,0.0,2,0
2534,5,22.0,2.5,0.0,3,0
2535,5,27.0,2.5,0.0,2,0
2536,4,27.0,2.5,0.0,2,0
2537,4,42.0,23.0,2.0,4,0
2538,5,27.0,2.5,0.0,2,0
2539,4,37.0,13.0,1.0,3,0
2540,4,27.0,6.0,2.0,3,0
2541,5,27.0,6.0,1.0,3,0
2542,3,42.0,23.0,5.5,2,0
2543,5,27.0,6.0,0.0,3,0
2544,5,22.0,2.5,0.0,2,0
2545,4,27.0,2.5,0.0,3,0
2546,5,22.0,2.5,0.0,3,0
2547,2,32.0,2.5,1.0,2,0
2548,4,27.0,2.5,1.0,2,0
2549,4,27.0,0.5,0.0,3,0
2550,4,32.0,9.0,1.0,3,0
2551,4,27.0,9.0,2.0,2,0
2552,5,22.0,2.5,0.0,4,0
2553,4,22.0,2.5,0.0,2,0
2554,5,27.0,6.0,2.0,2,0
2555,4,27.0,6.0,0.0,2,0
2556,4,32.0,13.0,2.0,2,0
2557,4,37.0,16.5,2.0,1,0
2558,4,42.0,23.0,3.0,2,0
2559,1,42.0,23.0,5.5,3,0
2560,4,27.0,2.5,0.0,1,0
2561,4,27.0,6.0,1.0,3,0
2562,3,42.0,16.5,5.5,2,0
2563,5,22.0,2.5,0.0,2,0
2564,4,27.0,2.5,1.0,2,0
2565,5,37.0,16.5,4.0,3,0
2566,5,22.0,2.5,0.0,2,0
2567,4,27.0,2.5,0.0,3,0
2568,4,22.0,2.5,0.0,1,0
2569,5,22.0,2.5,0.0,2,0
2570,5,22.0,0.5,0.0,3,0
2571,3,42.0,23.0,2.0,1,0
2572,5,32.0,16.5,1.0,3,0
2573,5,27.0,9.0,1.0,2,0
2574,5,27.0,2.5,1.0,3,0
2575,4,27.0,6.0,0.0,2,0
2576,5,22.0,0.5,0.0,3,0
2577,4,32.0,9.0,0.0,1,0
2578,3,37.0,16.5,3.0,3,0
2579,5,27.0,2.5,0.0,3,0
2580,5,22.0,2.5,0.0,4,0
2581,4,32.0,13.0,3.0,3,0
2582,5,42.0,23.0,5.5,4,0
2583,4,27.0,2.5,0.0,2,0
2584,5,42.0,16.5,4.0,3,0
2585,3,27.0,2.5,0.0,3,0
2586,5,27.0,6.0,2.0,4,0
2587,3,22.0,0.5,0.0,3,0
2588,4,42.0,23.0,3.0,2,0
2589,5,27.0,2.5,0.0,2,0
2590,5,22.0,0.5,0.0,3,0
2591,5,22.0,2.5,0.0,2,0
2592,5,37.0,16.5,2.0,1,0
2593,3,22.0,6.0,2.0,2,0
2594,2,42.0,23.0,3.0,2,0
2595,4,32.0,2.5,0.0,1,0
2596,5,22.0,2.5,0.0,3,0
2597,4,22.0,0.5,0.0,3,0
2598,5,27.0,6.0,1.0,1,0
2599,4,27.0,2.5,0.0,3,0
2600,5,32.0,6.0,3.0,1,0
2601,5,32.0,16.5,2.0,1,0
2602,4,42.0,16.5,3.0,2,0
2603,5,22.0,0.5,0.0,2,0
2604,5,17.5,0.5,0.0,2,0
2605,5,42.0,23.0,3.0,3,0
2606,2,22.0,0.5,0.0,1,0
2607,5,27.0,2.5,0.0,1,0
2608,5,27.0,16.5,3.0,1,0
2609,5,22.0,0.5,0.0,2,0
2610,4,32.0,9.0,2.0,3,0
2611,4,22.0,0.5,0.0,2,0
2612,4,27.0,6.0,2.0,4,0
2613,1,27.0,9.0,4.0,1,0
2614,4,22.0,2.5,0.0,2,0
2615,5,22.0,2.5,0.0,2,0
2616,5,22.0,2.5,1.0,2,0
2617,5,17.5,0.5,0.0,3,0
2618,4,32.0,9.0,2.0,3,0
2619,5,27.0,6.0,0.0,3,0
2620,5,22.0,0.5,0.0,2,0
2621,5,32.0,9.0,0.0,3,0
2622,3,27.0,9.0,3.0,1,0
2623,5,22.0,2.5,0.0,1,0
2624,5,42.0,16.5,4.0,2,0
2625,5,27.0,2.5,1.0,2,0
2626,3,22.0,2.5,0.0,3,0
2627,5,22.0,2.5,1.0,1,0
2628,4,27.0,16.5,3.0,1,0
2629,5,27.0,2.5,1.0,3,0
2630,3,27.0,2.5,1.0,1,0
2631,5,22.0,2.5,0.0,3,0
2632,5,37.0,16.5,2.0,3,0
2633,5,22.0,2.5,0.0,2,0
2634,5,27.0,2.5,0.0,3,0
2635,4,22.0,2.5,0.0,3,0
2636,4,27.0,6.0,0.0,2,0
2637,1,27.0,6.0,1.0,2,0
2638,5,22.0,0.5,0.0,3,0
2639,5,32.0,13.0,4.0,3,0
2640,5,22.0,6.0,0.0,2,0
2641,5,37.0,16.5,2.0,3,0
2642,3,22.0,6.0,2.0,3,0
2643,4,22.0,0.5,0.0,3,0
2644,5,27.0,2.5,0.0,3,0
2645,4,22.0,2.5,0.0,4,0
2646,5,22.0,2.5,0.0,1,0
2647,5,27.0,6.0,0.0,2,0
2648,3,27.0,0.5,0.0,3,0
2649,4,32.0,13.0,2.0,3,0
2650,3,22.0,2.5,0.0,2,0
2651,5,32.0,2.5,0.0,2,0
2652,4,22.0,2.5,0.0,3,0
2653,5,22.0,2.5,0.0,3,0
2654,3,22.0,0.5,0.0,3,0
2655,5,27.0,6.0,1.0,1,0
2656,5,32.0,16.5,1.0,3,0
2657,3,37.0,23.0,3.0,3,0
2658,5,22.0,2.5,0.0,1,0
2659,5,27.0,6.0,0.0,1,0
2660,5,27.0,6.0,0.0,2,0
2661,3,37.0,23.0,5.5,1,0
2662,3,42.0,16.5,2.0,2,0
2663,4,27.0,6.0,2.0,2,0
2664,5,22.0,2.5,0.0,2,0
2665,5,22.0,0.5,0.0,3,0
2666,4,42.0,23.0,2.0,3,0
2667,5,37.0,16.5,2.0,1,0
2668,5,42.0,23.0,4.0,4,0
2669,2,22.0,2.5,0.0,3,0
2670,4,27.0,6.0,2.0,1,0
2671,3,22.0,0.5,0.0,2,0
2672,3,27.0,6.0,2.0,2,0
2673,5,32.0,13.0,3.0,2,0
2674,5,42.0,23.0,4.0,4,0
2675,4,22.0,2.5,0.0,3,0
2676,5,27.0,6.0,1.0,3,0
2677,2,42.0,23.0,5.5,3,0
2678,5,22.0,6.0,0.0,4,0
2679,5,22.0,6.0,1.0,1,0
2680,5,27.0,2.5,0.0,2,0
2681,5,32.0,13.0,3.0,4,0
2682,5,27.0,0.5,0.0,2,0
2683,4,37.0,16.5,2.0,2,0
2684,4,32.0,2.5,0.0,3,0
2685,5,32.0,2.5,1.0,3,0
2686,4,27.0,2.5,0.0,2,0
2687,5,27.0,6.0,1.0,3,0
2688,4,27.0,6.0,1.0,1,0
2689,5,22.0,2.5,0.0,1,0
2690,5,32.0,16.5,2.0,3,0
2691,5,22.0,2.5,0.0,1,0
2692,5,27.0,6.0,1.0,3,0
2693,3,27.0,6.0,2.0,3,0
2694,5,27.0,9.0,1.0,2,0
2695,3,42.0,23.0,4.0,3,0
2696,5,27.0,6.0,2.0,2,0
2697,4,27.0,6.0,2.0,3,0
2698,5,42.0,23.0,3.0,2,0
2699,4,22.0,2.5,0.0,3,0
2700,5,32.0,16.5,3.0,3,0
2701,5,22.0,2.5,0.0,2,0
2702,5,27.0,6.0,0.0,3,0
2703,5,22.0,2.5,0.0,1,0
2704,4,27.0,6.0,1.0,1,0
2705,4,22.0,2.5,0.0,3,0
